Date,Channel,Sessions,Users,EngagementTime,PagesPerSession,Hour,SessionID,EngagedSession,1. Trends in Sessions and Users Over Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Paid,3,2,15.33269676,8.4,4,S0301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0395,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Organic,4,1,220.6473129,5.3,7,S0302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0403,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Organic,2,1,556.4545004,4.2,8,S0303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0407,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Social,2,2,144.9193,4.3,4,S0304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0408,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Referral,2,2,384.2745764,8.3,9,S0305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0412,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Social,2,2,141.0247637,4,1,S0306,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0416,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Social,2,2,199.7852939,2.9,8,S0307,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0427,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Social,1,2,510.3448329,1.8,10,S0308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0437,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Social,3,1,440.0282509,5.2,3,S0309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0448,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Email,1,2,66.28557361,5.3,21,S0310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0456,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Email,2,1,262.9341924,8.6,21,S0311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0459,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Paid,4,1,27.21016055,3,21,S0312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0462,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Organic,4,2,293.7251865,4.4,1,S0313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0463,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Social,2,2,400.8360669,8.3,22,S0314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0466,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Paid,2,1,79.91654792,8.4,5,S0315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0467,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Organic,4,2,180.442114,4.5,13,S0316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0481,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Referral,1,2,244.723609,5.1,0,S0317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0483,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Email,1,2,552.5233045,3.7,17,S0318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0485,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Organic,2,3,596.0204591,9.4,6,S0319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0492,0,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Referral,1,1,36.49766641,2.1,0,S0320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0497,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Organic,4,3,458.9946749,9.4,0,S0321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0501,0,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Email,1,2,229.3171992,7.2,0,S0322,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0509,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Email,2,3,241.5503299,5.8,23,S0323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0520,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Paid,4,2,455.0163343,1.3,3,S0324,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0525,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Social,1,3,551.871595,5.3,3,S0325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0533,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Organic,3,2,571.0478708,4.7,17,S0326,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0538,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Organic,4,3,350.5023258,2.5,10,S0327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0542,1,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Referral,4,3,220.701484,6.9,0,S0328,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0543,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Email,3,3,474.6539607,9.7,9,S0329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0544,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Organic,3,1,158.0908161,6.1,8,S0330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0545,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Email,4,3,342.803677,7.4,22,S0331,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0546,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Organic,3,1,221.5612923,1.6,3,S0332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0550,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Paid,2,2,397.4123335,4.8,5,S0333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0565,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Social,2,3,151.8353586,2,15,S0334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0567,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Organic,2,2,123.039838,6.5,1,S0335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0569,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Email,4,2,551.7610611,9.4,22,S0336,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0570,0,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,3,3,70.06417294,7,17,S0337,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0574,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Organic,3,1,308.5151656,1.7,9,S0338,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0576,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Referral,1,3,140.3031419,4.2,23,S0339,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0578,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Social,1,2,32.96867836,6,23,S0340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0582,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Organic,3,2,31.25110279,4.6,16,S0341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0586,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Paid,3,3,113.3808455,8.5,12,S0342,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0591,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Referral,3,1,521.3945092,8.3,23,S0343,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0602,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Paid,4,1,176.6624589,6.5,17,S0344,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0613,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Paid,3,2,570.7709106,4.4,21,S0345,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0616,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Referral,1,2,353.1571529,3.3,12,S0346,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0619,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Paid,4,1,267.602372,2,16,S0347,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0635,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Referral,3,3,352.2524125,4.2,4,S0348,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0639,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Organic,1,2,314.8520473,4.7,10,S0349,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0641,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Referral,4,1,457.6779897,7.1,6,S0350,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0643,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Referral,3,2,176.6726789,6.9,9,S0351,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0646,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Social,3,3,218.299731,1.6,16,S0352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0647,0,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Referral,3,1,537.5156385,4.6,14,S0353,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0654,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Referral,4,2,568.4093428,2.6,17,S0354,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0655,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Organic,1,3,536.6093542,2.4,22,S0355,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0657,0,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Social,1,2,257.4743164,8.4,21,S0356,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0658,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Email,2,3,470.4156468,1.4,18,S0357,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0659,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Organic,3,3,291.0380826,4.8,1,S0358,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0672,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Organic,2,1,303.5485128,2.5,3,S0359,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0684,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Email,2,3,130.7612643,8.9,2,S0360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0686,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Referral,1,2,358.7668789,6,6,S0361,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0687,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Paid,4,3,119.8201797,3.1,23,S0362,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0692,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Social,4,3,205.6231724,5.5,17,S0363,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0693,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Paid,1,1,514.467819,7.6,9,S0364,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0697,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Email,4,3,132.1747274,9.6,6,S0365,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0704,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Organic,2,3,51.98338825,3,7,S0366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0709,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Organic,3,2,50.71447964,9,5,S0367,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0710,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Social,1,1,565.0628671,9.4,21,S0368,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0715,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Organic,3,1,309.0830584,9.2,0,S0369,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0720,1,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Organic,4,1,251.5531224,6.7,3,S0370,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0722,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Social,3,3,488.4183628,6.7,13,S0371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0726,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Social,4,1,503.1372975,4.6,16,S0372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0727,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Email,4,3,205.9927095,7.8,19,S0373,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0743,1,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Organic,2,3,419.2346539,5.8,17,S0374,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0754,0,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Organic,4,2,464.9624614,7.1,10,S0375,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0757,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Email,2,2,396.2439053,4.9,20,S0376,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0760,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Referral,2,2,99.44109413,7.6,13,S0377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0764,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Referral,2,2,526.7710193,8.4,8,S0378,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0774,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Referral,1,2,328.0657861,2.3,14,S0379,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0789,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Email,1,3,176.6587316,8.5,11,S0380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0790,0,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Organic,4,3,260.8846294,5.9,9,S0381,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0791,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Email,2,1,32.16694334,8.6,18,S0382,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0798,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Email,1,3,85.44141272,4.9,23,S0383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0810,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Referral,2,3,461.6725828,4.4,18,S0384,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0812,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Paid,3,2,10.00686451,9.2,5,S0385,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0814,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Organic,3,3,255.7738388,3.3,19,S0386,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0829,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Referral,3,2,318.2810068,8.6,23,S0387,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0838,0,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,4,1,42.2343078,5.4,5,S0388,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0841,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Paid,2,1,584.1161162,5.6,7,S0389,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0851,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Social,3,3,143.4139454,3.8,0,S0390,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0860,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Organic,1,1,189.4772446,6.2,21,S0391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0864,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Paid,3,3,189.3260822,3.9,16,S0392,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0870,1,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Referral,3,1,145.9458306,1.4,16,S0393,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0871,0,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Social,3,2,10.86955503,3.4,23,S0394,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0877,1,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Organic,4,2,440.3134285,1.1,14,S0395,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0878,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Email,1,2,580.4388449,9.8,6,S0396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0892,0,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Referral,2,2,142.3331551,9.7,18,S0397,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0893,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Paid,1,3,401.1978432,4.6,21,S0398,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0897,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Paid,2,1,447.7188329,7.6,22,S0399,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0898,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Referral,4,3,510.5709737,4.1,2,S0400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0905,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Paid,4,2,259.3512262,7,21,S0401,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0911,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Social,4,3,188.7292343,8.2,10,S0402,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0912,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Organic,4,1,201.9241291,9.5,19,S0403,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0914,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Social,2,3,430.4465865,4.6,18,S0404,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0917,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Paid,3,1,491.8998852,8,8,S0405,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0918,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Email,2,3,117.152241,3.4,9,S0406,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0920,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Organic,1,1,228.8551948,9.9,1,S0407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0923,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Organic,4,1,542.1447161,1.2,0,S0408,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0927,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Referral,4,2,485.9491766,6.4,15,S0409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0929,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Referral,1,1,591.0664576,6.9,17,S0410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0930,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Email,2,2,455.0064732,7.2,22,S0411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0931,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Organic,3,2,241.9851686,2.1,16,S0412,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0933,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Email,3,2,358.4763221,9.4,5,S0413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0944,1,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Referral,1,3,399.99841,2.6,13,S0414,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0949,1,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Referral,3,3,56.28893163,6.6,22,S0415,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0950,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Organic,2,3,331.2532059,3,14,S0416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0951,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Social,2,3,428.4992888,3.8,13,S0417,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0964,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Paid,1,1,108.7195694,5.9,23,S0418,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0972,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Referral,2,1,470.5727133,4.8,21,S0419,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0987,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Referral,4,3,354.4259405,2.4,2,S0420,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0996,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Social,1,1,571.8108536,2.5,23,S0421,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0998,1,,,,,,,,,,,,,,,,,,,,,,,
18-05-2025,Social,2,1,35.02915594,4.8,22,S0422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paid,187,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Email,1,2,166.5424212,7.8,18,S0423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0001,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Email,3,2,364.9167888,9.1,11,S0424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0003,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Paid,2,2,184.9703482,1.8,1,S0425,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0004,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Paid,4,2,431.5102568,4.5,2,S0426,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0005,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Organic,2,1,457.8131167,1.9,17,S0427,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0008,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Email,1,3,70.4844188,1.1,0,S0428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0018,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Referral,1,1,313.1741339,7,19,S0429,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0022,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Email,2,1,310.2454278,6.4,20,S0430,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0023,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Referral,4,1,227.8756544,2.5,5,S0431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0024,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Social,4,2,560.4256689,3.1,4,S0432,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0025,1,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Email,4,2,498.2287287,1.2,0,S0433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0028,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Social,1,2,421.3535353,8.5,18,S0434,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0033,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Paid,2,3,431.4527151,9.8,0,S0435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0039,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Paid,3,1,282.4125248,2.2,20,S0436,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0041,0,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Organic,1,3,553.3867674,3.1,20,S0437,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0046,0,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Email,4,2,419.8113021,8.8,15,S0438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0048,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Social,2,3,440.0988264,9.3,11,S0439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0063,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Referral,4,1,518.3976332,4.8,21,S0440,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0065,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Paid,3,1,171.7022377,1.5,7,S0441,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0070,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Paid,4,2,486.1718333,1.4,15,S0442,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0072,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Referral,4,2,125.1919557,6.2,0,S0443,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0079,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Social,3,3,213.7517518,4.5,3,S0444,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0080,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Social,2,2,208.010168,1.3,9,S0445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0082,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Email,1,2,587.3300263,6.2,10,S0446,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0086,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Email,2,1,515.356962,1.1,16,S0447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0092,0,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Organic,3,2,423.6902183,8.1,22,S0448,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0099,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Paid,4,2,438.9634894,3.8,6,S0449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0101,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Email,2,1,341.6229487,1.4,11,S0450,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0103,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Social,1,1,568.7834936,6.3,20,S0451,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0110,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Referral,3,3,302.7926642,4.6,6,S0452,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0111,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Social,2,2,234.5054488,9.8,11,S0453,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0117,1,,,,,,,,,,,,,,,,,,,,,,,
